name,brand,rating,price_bdt,release_year,os,display_inches,camera_megapixel,ram_gb,battery_mah
Ulefone Armor 29 Pro Thermal,Ulefone,8.4,0.0,"Exp. release 2025, September 15",Android 15,6.67,64,16,21200.0
Ulefone Armor 29 Pro,Ulefone,8.5,0.0,"Exp. release 2025, September 15",Android 15,6.67,64,16,21200.0
Ulefone RugKing,Ulefone,6.0,0.0,"Exp. release 2025, September 15",Android 15,5.99,50,8,9600.0
Cubot X100,Cubot,6.8,0.0,"2025, August",Android 15,6.88,64,8,5100.0
Cubot KingKong Mini 4,Cubot,5.8,0.0,"2025, August",Android 15,4.7,48,6,4700.0
Vivo T4 Pro,Vivo,7.9,50000.0,"2025, August 26",Android 15,6.77,50,4,6500.0
Samsung Galaxy A07 4G,Samsung,6.3,10000.0,"2025, August 25",Android 15,6.7,50,4,5000.0
Itel Zeno 20,Itel,6.0,9000.0,"2025, August 25",Android 14,6.6,13,3,5000.0
Lava Play Ultra,Lava,6.9,22000.0,"2025, August 25",Android 15,6.67,64,6,5000.0
Realme Note 70,Realme,6.5,11999.0,"2025, August 24",Android 15,6.7,13,4,6300.0
Xiaomi Redmi Note 15 Pro+ 5G,Xiaomi,8.8,42000.0,"2025, August 21",Android 15,6.83,50,4,7000.0
Xiaomi Redmi Note 15 Pro 5G,Xiaomi,8.1,34000.0,"2025, August 21",Android 15,6.83,50,8,7000.0
Xiaomi Redmi Note 15 5G,Xiaomi,7.5,31000.0,"2025, August 21",Android 15,6.77,50,3,5800.0
Realme P4 Pro,Realme,7.8,40000.0,"2025, August 27",Android 15,6.8,50,4,7000.0
Realme P4,Realme,7.4,30000.0,"2025, August 20",Android 15,6.77,50,6,7000.0
Google Pixel 10 Pro XL,Google,9.9,150000.0,"2025, August 28",Android 15,6.8,50,5,5200.0
Google Pixel 10 Pro,Google,9.3,125000.0,"2025, August 28",Android 15,6.3,50,5,4870.0
Google Pixel 10,Google,8.4,110000.0,"2025, August 28",Android 16,6.3,50,5,4970.0
Walton XANON X1 Ultra,Walton,6.5,17999.0,"2025, August 19",Android 15,6.6,50,6,5000.0
T-Mobile T Tablet 2,T-Mobile,5.6,30000.0,"2025, August 14",Android 15,10.1,8,6,6000.0
T-Mobile T Phone 3,T-Mobile,6.9,0.0,"2025, August",Android 15,6.58,50,3,5000.0
Doogee Fire 7,Doogee,6.6,40000.0,"2025, August",Android 15,6.6,64,4,13000.0
Doogee Fire 3 Pro,Doogee,5.5,25000.0,"2025, August",Android 15,5.5,16,4,8350.0
Doogee Fire 3 Ultra,Doogee,6.0,30000.0,"2025, August",Android 15,5.5,20,6,8350.0
Tecno Spark Go,Tecno,6.6,15000.0,"2025, August 21",Android 15,6.74,50,4,6000.0
Doogee S200 Max,Doogee,8.0,70000.0,"2025, August",Android 15,6.72,100,16,22000.0
Infinix Hot 60i,Infinix,7.3,15000.0,"2025, August 21",Android 15,6.75,50,4,6000.0
Xiaomi Poco M7 4G,Xiaomi,7.0,18000.0,"2025, August 13",Android 15,6.9,50,6,7000.0
Honor X7c,Honor,6.9,25000.0,"2025, August 20",Android 14,6.8,50,2,5200.0
Vivo V60,Vivo,8.3,52000.0,"2025, August 19",Android 15,6.77,50,4,6500.0
Cubot KingKong 11,Cubot,7.3,40000.0,"2025, August",Android 15,6.72,108,16,10200.0
Cubot KingKong ES 3,Cubot,6.3,20000.0,"2025, August",Android 15,6.75,48,6,10200.0
Ulefone Armor 29 Ultra,Ulefone,8.8,130000.0,"Exp. release 2025, August 18",Android 15,6.67,64,16,21200.0
Ulefone Armor 33,Ulefone,7.8,85000.0,"2025, August 18",Android 15,6.95,64,12,25500.0
Infinix GT 30,Infinix,7.6,28000.0,"2025, August 11",Android 15,6.78,64,8,5500.0
Honor 400 Smart,Honor,6.4,0.0,"2025, August 09",Android 15,6.77,50,3,6500.0
Ulefone Armor 34,Ulefone,5.0,90000.0,"2025, August 18",Android 15,6.95,64,16,25500.0
Lava Blaze Amoled 2,Lava,7.3,22000.0,"2025, August 16",Android 15,6.67,50,6,5000.0
Wiko T40,Wiko,5.9,0.0,2025,Android 14,6.56,50,4,5000.0
Vivo iQOO Z10 Turbo+,Vivo,8.5,45000.0,"2025, August 07",Android 15,6.78,50,12,8000.0
Samsung Galaxy A17,Samsung,6.8,35000.0,"2025, August 14",Android 15,6.7,50,4,5000.0
Xiaomi Poco M7 Plus,Xiaomi,7.3,20000.0,"2025, August 19",Android 15,6.9,50,3,7000.0
Vivo Y400,Vivo,7.6,26000.0,"2025, August 07",Android 15,6.67,50,2,6000.0
Symphony Innova 40,Symphony,6.3,10999.0,"2025, August 10",Android 15,6.75,50,6,6000.0
Xiaomi Redmi 15,Xiaomi,7.3,22000.0,"2025, August 01",Android 15,6.9,50,3,7000.0
Xiaomi Redmi 15 4G,Xiaomi,7.0,20000.0,"2025, August 01",Android 15,6.9,50,6,7000.0
Vivo T4R,Vivo,7.3,30000.0,"2025, August 05",Android 15,6.77,50,8,5700.0
Vivo Y400 4G,Vivo,7.3,27999.0,"2025, July 28",Android 15,6.67,50,8,6000.0
Lava Blaze Dragon,Lava,6.6,15000.0,"2025, August 1",Android 15,6.75,50,2,5000.0
Vivo iQOO Z10R,Vivo,7.1,27000.0,"2025, July 29",Android 15,6.77,50,8,5700.0
Realme 15 Pro,Realme,8.1,40000.0,"2025, July 30",Android 15,6.8,50,4,7000.0
Realme 15,Realme,7.9,33000.0,"2025, July 30",Android 15,6.8,50,8,7000.0
Realme Narzo 80 Lite 4G,Realme,6.1,12000.0,"2025, July 28",Android 15,6.74,13,4,6300.0
Realme Note 70T,Realme,6.3,15000.0,"2025, July",Android 15,6.74,50,4,6000.0
Vivo Y50m,Vivo,6.3,25000.0,"2025, July 21",Android 15,6.74,13,6,6000.0
Samsung Galaxy F36,Samsung,7.6,25000.0,"2025, July 29",Android 15,6.7,50,6,5000.0
Oppo K13 Turbo Pro,Oppo,7.8,46000.0,"2025, July 25",Android 15,6.8,50,4,7000.0
Oppo K13 Turbo,Oppo,7.9,42000.0,"2025, July 25",Android 15,6.8,50,12,7000.0
Proton X20 Pro,Proton Mobile,5.8,10500.0,"2025, July",Android 15,6.6,52,4,5200.0
TCL 60 SE,TCL,6.4,30000.0,"2025, July",Android 15,6.7,50,8,5200.0
Tecno Spark 40C,Tecno,6.5,12499.0,"2025, August",Android 15,6.67,13,4,6000.0
Cubot A40,Cubot,6.8,0.0,"2025, July",Android 15,6.88,48,4,5100.0
Honor X70,Honor,6.5,25000.0,"2025, July 18",Android 15,6.79,50,4,8300.0
Vivo Y19s GT,Vivo,7.1,15000.0,"2025, July",Android 15,6.74,50,6,5500.0
HTC Wildfire E6,HTC,5.1,6000.0,"2025, July",Android 13,6.0,5,2,3000.0
HTC Wildfire E6 Star,HTC,5.4,7000.0,"2025, July",Android 13,6.56,5,2,3000.0
ZTE Blade A35e,ZTE,5.4,6999.0,"2025, July 15",Android 15,6.52,8,2,5000.0
Infinix Hot 60,Infinix,7.1,15000.0,"2025, July 15",Android 15,6.7,50,6,5200.0
Vivo Y50 (China),Vivo,6.4,22000.0,"2025, July 21",Android 15,6.74,13,4,6000.0
Xiaomi Redmi 15C 4G,Xiaomi,6.8,14999.0,"2025, August 01",Android 15,6.9,50,4,6000.0
Ulefone Armor X16 Pro,Ulefone,8.1,30000.0,"2025, July",Android 15,5.56,64,8,10360.0
Ulefone Armor X16,Ulefone,7.5,0.0,"2025, July",Android 15,5.56,48,6,10360.0
Samsung Galaxy Z Fold7,Samsung,9.0,172000.0,"2025, July 25",Android 16,8.0,200,8,4400.0
Samsung Galaxy Z Flip7,Samsung,8.5,105000.0,"2025, July 25",Android 16,6.9,50,12,4300.0
Samsung Galaxy Z Flip7 FE,Samsung,8.0,110000.0,"2025, July 25",Android 16,6.7,50,8,4000.0
Itel P65C,Itel,5.8,10000.0,"2025, June",Android 15,6.6,50,4,5000.0
Tecno Pova 7,Tecno,7.8,22000.0,"2025, July 10",Android 15,6.78,50,8,6000.0
HTC Wildfire E5,HTC,5.6,15000.0,"2025, July 04",Android 14,6.75,16,4,5000.0
OnePlus Nord CE5,OnePlus,7.5,35999.0,"2025, July 08",Android 15,6.77,50,8,5200.0
OnePlus Nord 5,OnePlus,8.0,53999.0,"2025, July 08",Android 15,6.83,50,3,5200.0
Infinix Hot 60 Pro+,Infinix,7.8,21999.0,"2025, July 13",Android 15,6.78,50,8,5160.0
Infinix Hot 60 Pro,Infinix,7.0,18999.0,"2025, July 13",Android 15,6.78,50,8,5160.0
Tecno Pova 7 Pro,Tecno,7.6,28000.0,"2025, July 10",Android 15,6.78,64,8,6000.0
Tecno Spark 40 Pro+,Tecno,7.1,24999.0,"2025, July 07",Android 15,6.78,50,8,5200.0
Tecno Spark 40 Pro,Tecno,7.0,19999.0,"2025, July 07",Android 15,6.78,50,8,5200.0
Tecno Spark 40,Tecno,6.8,13999.0,"2025, July 05",Android 15,6.67,50,4,5200.0
Honor Magic V5,Honor,9.4,219999.0,"2025, July 02",Android 15,7.95,50,8,5820.0
Nothing Phone (3),Nothing,8.8,110000.0,"2025, July 15",Android 15,6.67,50,4,5150.0
Symphony S100,Symphony,6.6,2300.0,"2025, June",,2.8,0,0,1850.0
Symphony L48,Symphony,6.4,1320.0,"2025, June",,2.4,0,0,1800.0
Symphony A20,Symphony,5.6,950.0,"2025, June",,1.77,0,0,1000.0
Symphony D44,Symphony,6.3,1250.0,"2025, June",,2.4,0,0,1500.0
Symphony L256,Symphony,6.5,0.0,"2025, June",,2.8,0,0,2500.0
Samsung Galaxy M36,Samsung,7.0,26000.0,"2025, July 12",Android 15,6.7,50,6,5000.0
Motorola Moto G96,Motorola,7.3,26000.0,"2025, July 16",Android 15,6.67,50,2,5500.0
Xiaomi Redmi K80 Ultra,Xiaomi,8.3,49000.0,"2025, June 26",Android 15,6.83,50,12,7410.0
Xiaomi Mix Flip 2,Xiaomi,7.9,105000.0,"2025, June 26",Android 15,6.86,50,8,5165.0
Fairphone 6,Fairphone,7.3,85000.0,"2025, June 25",Android 15,6.31,50,3,4415.0
Infinix Hot 60i 4G,Infinix,6.8,13999.0,"2025, July 02",Android 15,6.7,50,4,5160.0
Vivo X Fold5,Vivo,8.8,140000.0,"2025, July 02",Android 15,8.03,50,3,6000.0
Oppo Reno14 F,Oppo,7.4,42990.0,"2025, July 16",Android 15,6.57,50,1,6000.0
Vivo T4 Lite,Vivo,7.0,15000.0,"2025, July 02",Android 15,6.74,50,4,6000.0
Doogee Blade GT Pro,Doogee,7.6,60000.0,"2025, February",Android 14,6.72,100,12,5800.0
Doogee Blade GT Play,Doogee,6.8,45000.0,"2025, February",Android 14,6.72,50,8,5800.0
Oppo K13x,Oppo,6.9,18000.0,"2025, June 27",Android 15,6.67,50,4,6000.0
Vivo X200 FE,Vivo,8.8,72000.0,"2025, July 05",Android 15,6.31,50,12,6500.0
Benco S2c,Benco,6.5,0.0,"2025, June",Android 14,6.82,50,6,5000.0
HTC Wildfire E4 Plus,HTC,6.0,15000.0,"2025, June 20",Android 14,6.75,16,4,5000.0
Tecno Pova 7 Ultra,Tecno,7.4,0.0,"2025, July",Android 15,6.67,108,8,6000.0
Vivo Y400 Pro,Vivo,7.8,38000.0,"2025, June 27",Android 15,6.77,50,8,5500.0
Tecno Pova 7 4G,Tecno,7.5,0.0,"2025, June 25",Android 15,6.78,108,8,7000.0
Umidigi G9x,Umidigi,5.4,15000.0,"2025, June",Android 14,6.75,13,1,5000.0
ZTE Blade A36,ZTE,5.6,8499.0,"2025, June",Android 15,6.75,13,4,5000.0
Cubot P90,Cubot,6.8,0.0,"2025, June",Android 15,6.88,64,6,5100.0
Vivo iQOO Z10 Lite,Vivo,7.1,18000.0,"2025, June 25",Android 15,6.74,50,4,6000.0
Infinix Smart 10 Plus,Infinix,6.4,11499.0,"2025, June 16",Android 15/15,6.67,8,4,6000.0
Infinix Smart 10 HD,Infinix,5.3,9000.0,"2025, June 16",Android 14,6.6,13,12,5000.0
Realme Narzo 80 Lite,Realme,7.1,15000.0,"2025, June 23",Android 15,6.67,32,4,6000.0
Infinix Smart 10,Infinix,5.8,10499.0,"2025, June 16",Android 15/15,6.67,8,3,5000.0
Xiaomi Poco F7,Xiaomi,8.5,46000.0,"2025, June 24",Android 15,6.83,50,4,6500.0
T-Mobile REVVL Tab 2,T-Mobile,6.3,22000.0,"2025, June 26",Android 15,10.1,8,4,6000.0
Lava Storm Lite,Lava,6.6,12000.0,"2025, June 19",Android 15,6.75,50,4,5000.0
Lava Storm Play,Lava,7.0,15000.0,"2025, June 24",Android 15,6.75,50,6,5000.0
ZTE Blade A56,ZTE,5.8,9499.0,"2025, July",Android 15,6.75,13,4,5000.0
Vivo T4 Ultra,Vivo,8.1,60000.0,"2025, June 18",Android 15,6.67,50,8,5500.0
Huawei Pura 80 Ultra,Huawei,10.0,199500.0,"2025, June 11",EMUI 14.2,6.8,50,16,5700.0
Huawei Pura 80 Pro+,Huawei,9.3,155000.0,"2025, June 11",EMUI 14.2,6.8,50,16,5700.0
Huawei Pura 80 Pro,Huawei,8.6,135000.0,"2025, June 12",EMUI 14.2,6.8,50,12,5700.0
Huawei Pura 80,Huawei,7.5,80000.0,"2025, July 25",EMUI 15,6.6,50,12,5170.0
Ulefone Armor 30,Ulefone,8.1,40000.0,"2025, June 16",Android 15,6.95,64,12,12800.0
Honor X6c,Honor,6.5,14999.0,"2025, June 06",Android 15,6.61,50,6,5300.0
Walton NEXG N75,Walton,6.4,13499.0,"2025, June 04",Android 15,6.7,52,8,5000.0
Lava Bold N1 Pro,Lava,6.4,12000.0,"2025, June 04",Android 14,6.67,50,4,5000.0
Lava Bold N1,Lava,6.0,10000.0,"2025, June 04",Android 14,6.75,13,4,5000.0
Oscal Pilot 3,Oscal,7.8,30000.0,"2025, June 16",Android 15,6.78,50,12,7500.0
Tecno Spark Go 2,Tecno,5.6,9999.0,"2025, June 03",Android 15,6.67,13,3,5000.0
Sharp Aquos R10,Sharp,7.6,0.0,"2025, July",Android 15,6.5,50,3,5000.0
ZTE Blade A76,ZTE,6.1,0.0,"2025, June",Android,6.75,50,6,5000.0
Honor 400 Pro (China),Honor,8.5,70000.0,"2025, June 08",Android 15,6.55,200,3,7200.0
Honor 400 (China),Honor,7.9,50000.0,"2025, June 06",Android 15,6.55,200,4,7200.0
Realme C73,Realme,6.4,15000.0,"2025, June 02",Android 15,6.67,32,4,6000.0
Motorola Moto G86 Power,Motorola,7.6,28000.0,"2025, July 30",Android 15,6.67,50,8,6720.0
Motorola Moto G86,Motorola,7.4,45000.0,"2025, July 07",Android 15,6.67,50,8,5200.0
Motorola Moto G56,Motorola,6.6,35000.0,"2025, May 29",Android 15,6.72,50,8,5200.0
Tecno Pova Curve,Tecno,8.1,25000.0,"2025, June 05",Android 15,6.78,64,6,5500.0
Realme Neo7 Turbo,Realme,8.3,45000.0,"2025, May 29",Android 15,6.8,50,12,7200.0
Oppo A5i,Oppo,6.3,0.0,"2025, May",Android 15,6.67,8,1,5100.0
Vivo S30 Pro mini,Vivo,8.8,60000.0,"2025, June 06",Android 15,6.31,50,12,6500.0
Vivo S30,Vivo,8.3,52000.0,"2025, May 29",Android 15,6.67,50,4,6500.0
Walton Orbit Y13,Walton,6.1,7999.0,"2025, May 29",Android 14,6.6,8,4,5000.0
Huawei Nova Y73,Huawei,6.5,25000.0,"2025, June 03",Android 12,6.67,50,8,6620.0
Motorola Edge (2025),Motorola,8.1,70000.0,"2025, June 06",Android 15,6.7,50,8,5200.0
Realme GT 7T,Realme,8.3,44000.0,"2025, May 27",Android 15,6.8,50,8,7000.0
Realme GT 7,Realme,8.5,75000.0,"2025, May 27",Android 15,6.78,50,8,7000.0
ZTE nubia Red Magic 10S Pro+,ZTE,9.5,137000.0,"2025, May 26",Android 15,6.85,50,8,7500.0
ZTE nubia Red Magic 10s Pro,ZTE,8.8,105000.0,"2025, May 26",Android 15,6.85,50,8,7050.0
Acer Super ZX,Acer,6.8,15000.0,"2025, May 26",Android 15,6.78,64,4,5000.0
Doogee Blade20 Play,Doogee,7.3,50000.0,"2025, May",Android 15,6.6,50,8,10300.0
Doogee Blade20 Turbo,Doogee,7.5,50000.0,"2025, May",Android 15,6.6,50,8,10300.0
Doogee Blade20 Ultra,Doogee,6.9,35000.0,"2025, May",Android 14,6.6,50,8,10300.0
Doogee Blade20,Doogee,6.4,30000.0,"2025, May",Android 15,6.6,16,4,10300.0
Oppo A5x,Oppo,6.8,20000.0,"2025, May 25",Android 15,6.67,32,4,6000.0
Lava Shark,Lava,6.3,15000.0,"2025, May 23",Android 15,6.75,13,4,5000.0
Vivo iQOO Neo10,Vivo,7.9,38000.0,"2025, June 02",Android 15,6.78,50,4,7000.0
Alcatel V3 Classic,Alcatel,6.1,20000.0,"2025, June 02",Android 15,6.67,50,4,5200.0
Alcatel V3 Pro,Alcatel,6.6,25000.0,"2025, June 02",Android 15,6.67,50,8,5200.0
Xiaomi 15S Pro,Xiaomi,8.1,117500.0,"2025, May 22",Android 15,6.73,50,1,6100.0
OnePlus Ace 5 Racing,OnePlus,8.1,48000.0,"2025, May 27",Android 15,6.77,50,12,7100.0
Vivo Y19s Pro,Vivo,6.6,15499.0,"2025, May 22",Android 15,6.68,50,4,6000.0
Xiaomi Civi 5 Pro,Xiaomi,8.4,70000.0,"2025, May 22",Android 15,6.55,50,4,6000.0
Alcatel 3 (2025),Alcatel,5.4,0.0,"2025, May 21",Android 15,6.52,8,1,5010.0
Alcatel V3 Ultra,Alcatel,6.4,30000.0,"2025, June 02",Android 14,6.8,108,6,5010.0
Infinix GT 30 Pro,Infinix,8.0,39999.0,"2025, May 28",Android 15,6.78,108,8,5500.0
Infinix XPAD GT,Infinix,7.0,50000.0,"2025, June 04",Android 15,13.0,13,5,10000.0
Meizu Note 22 Pro,Meizu,8.0,35000.0,"2025, May 20",,6.78,50,3,6200.0
Meizu Note 22 4G,Meizu,7.0,0.0,"2025, May 20",Android 15,6.78,108,8,5000.0
Vivo iQOO Neo10 Pro+ (China),Vivo,8.4,68000.0,"2025, May 20",Android 15,6.82,50,8,6800.0
Realme C71,Realme,7.0,14999.0,"2025, June 02",Android 15,6.67,50,4,6300.0
Huawei Nova 14 Ultra,Huawei,9.1,80000.0,"2025, May 19",HarmonyOS 5.0,6.81,50,0,5500.0
Huawei Nova 14 Pro,Huawei,9.0,60000.0,Not announced yet,HarmonyOS 4.2,6.76,50,0,5000.0
Huawei Nova 14,Huawei,7.9,50000.0,"2025, May 19",HarmonyOS 5.0,6.7,50,0,5500.0
Oppo A5,Oppo,7.4,30000.0,"2025, May 15",Android 15,6.67,50,4,6000.0
Walton ZENX 2,Walton,6.1,10999.0,"2025, May 23",Android 14,6.8,52,4,5000.0
Oppo Reno14 Pro,Oppo,8.6,65000.0,"2025, May 23",Android 15,6.83,50,12,6200.0
Oppo Reno14,Oppo,7.9,79990.0,"2025, May 23",Android 15,6.59,50,8,6000.0
Oppo A5 4G,Oppo,6.6,19990.0,"2025, May 15",Android 15,6.67,50,1,6000.0
Ulefone Armor 28 Pro,Ulefone,8.8,70000.0,"2025, May 12",Android 15,6.67,64,16,10600.0
Oppo A5x 4G,Oppo,6.8,13990.0,"2025, May 15",Android 15,6.67,32,1,6000.0
Meizu Note 16 Pro,Meizu,8.1,25000.0,"2025, May 16",,6.78,50,3,6200.0
Meizu Note 16,Meizu,7.0,15000.0,"2025, May 16",,6.78,50,8,6600.0
Sony Xperia 1 VII,Sony,9.6,160000.0,"2025, June 04",Android 15,6.5,48,8,5000.0
Samsung Galaxy S25 Edge,Samsung,8.6,100000.0,"2025, May 29",Android 15,6.7,200,8,3900.0
Vivo Y300 GT,Vivo,7.9,38000.0,"2025, May 09",Android 15,6.78,50,8,7620.0
Samsung Galaxy F56,Samsung,7.8,46000.0,"2025, May 14",Android 15,6.74,50,8,5000.0
Oscal Marine 2,Oscal,6.3,20000.0,"2025, May",Android 15,6.56,16,4,11000.0
Oscal Marine 1,Oscal,5.9,0.0,"2025, May",Android 15,6.56,16,4,5100.0
Blackview BL7000,Blackview,7.3,40000.0,"2025, May",Android 15,6.78,50,6,7500.0
Blackview BV7300,Blackview,6.8,0.0,"2025, May",Android 14,6.67,50,6,15000.0
Sharp Aquos wish5,Sharp,7.0,30000.0,"2025, June 26",Android 14,6.6,50,4,5000.0
Huawei Nova Y63,Huawei,6.6,30000.0,"2025, May 12",Android 12,6.75,50,4,6000.0
OnePlus Ace 5 Ultra,OnePlus,8.4,62000.0,"2025, May 27",Android 15,6.83,50,12,6700.0
TCL 60 XE NxtPaper,TCL,6.9,18000.0,"2025, May",Android 15,6.78,50,6,5010.0
Lava Yuva Star 2,Lava,5.9,10000.0,"2025, May 05",Android 14,6.75,13,4,5000.0
OnePlus 13s,OnePlus,8.8,76000.0,"2025, June 12",Android 15,6.32,50,8,5850.0
Motorola Edge 60s,Motorola,7.5,0.0,"2025, May",Android 15,6.67,50,12,5500.0
Realme C75,Realme,6.5,20000.0,"2025, May 08",Android 15,6.67,32,4,6000.0
TCL 60 NxtPaper 4G,TCL,6.9,30000.0,"2025, May",Android 15,6.8,108,8,5200.0
TCL 60 SE NxtPaper,TCL,6.9,25000.0,"2025, May",Android 15,6.7,50,8,5200.0
TCL 60,TCL,6.8,20000.0,"2025, May",Android 15,6.7,50,6,5200.0
Vivo Y19,Vivo,6.6,15000.0,"2025, May 01",Android 15,6.74,13,4,5500.0
ZTE Nubia Tablet Pro,ZTE,6.8,50000.0,"2025, April 28",Android 15,10.9,13,3,10100.0
Vivo iQOO Z10 Turbo Pro,Vivo,8.1,37000.0,"2025, April 28",Android 15,6.78,50,4,7000.0
Nothing CMF Phone 2 Pro,Nothing,7.6,26000.0,"2025, May 05",Android 15,6.77,50,8,5000.0
ZTE Nubia Z70S Ultra,ZTE,8.9,110000.0,"2025, April 28",Android 15,6.85,64,8,6600.0
Vivo iQOO Z10 Turbo,Vivo,7.6,33000.0,"2025, April 28",Android 15,6.78,50,12,7620.0
Benco V90i SE,Benco,5.8,0.0,"2025, April",Android 14,6.9,8,3,5000.0
Itel City 100,Itel,6.4,11990.0,"2025, April 27",Android 14,6.75,13,4,5200.0
Benco V90i,Benco,6.1,9499.0,"2025, April",Android 14,6.9,8,3,5000.0
Benco V92,Benco,6.5,0.0,"2025, April",Android 14,6.72,50,6,5000.0
Motorola Razr Ultra 2025,Motorola,7.9,160000.0,"2025, May 15",Android 15,7.0,50,8,4700.0
Realme 14T,Realme,7.1,31999.0,"2025, April 25",Android 15,6.67,50,8,6000.0
Honor X70i,Honor,6.9,25000.0,"2025, April 30",Android 15,6.7,108,8,6000.0
Walton NEXG N27,Walton,5.8,13949.0,"2025, April 27",Android 15,6.7,50,8,5000.0
Motorola Razr+ 2025,Motorola,7.5,125000.0,"2025, June 03",Android 15,6.9,50,3,4000.0
Motorola Razr 2025,Motorola,7.1,85000.0,"2025, May 15",Android 15,6.9,50,8,4500.0
Motorola Edge 60 Pro,Motorola,8.5,41000.0,"2025, April 30",Android 15,6.7,50,8,6000.0
Motorola Edge 60,Motorola,8.0,40000.0,"2025, April 25",Android 15,6.67,50,8,5500.0
Xiaomi Redmi Turbo 4 Pro,Xiaomi,8.6,36000.0,"2025, April 24",Android 15,6.83,50,4,7550.0
Motorola Razr 60 Ultra,Motorola,8.1,160000.0,"2025, April 25",Android 15,7.0,50,8,4700.0
Motorola Razr 60,Motorola,7.5,63000.0,"2025, April 25",Android 15,6.9,50,8,4500.0
Realme GT7 (China),Realme,8.1,64000.0,"2025, April 23",Android 15,6.8,50,12,7200.0
Huawei Enjoy 70X Energy,Huawei,6.5,25000.0,"2025, April",HarmonyOS 4.2,6.78,50,8,6100.0
Honor GT Pro,Honor,8.9,71000.0,"2025, April 23",Android 15,6.78,50,8,7200.0
Huawei Enjoy 80,Huawei,6.0,20000.0,"2025, April 26",HarmonyOS 4.0,6.67,50,8,6620.0
Vivo T4,Vivo,7.1,32000.0,"2025, April 29",Android 15,6.77,50,3,7300.0
Honor X60 GT,Honor,7.8,45000.0,"2025, April 22",Android 15,6.7,50,1,6300.0
Oppo K13,Oppo,7.5,26000.0,"2025, April 25",Android 15,6.67,50,4,7000.0
Vivo X200 Ultra,Vivo,9.5,116000.0,"2025, April 29",Android 15,6.82,200,8,6000.0
Vivo X200s,Vivo,8.5,85000.0,"2025, April 25",Android 15,6.67,50,12,6200.0
Itel A90,Itel,5.9,8990.0,"2025, April",Android 14,6.6,13,3,5000.0
Cubot KingKong Power 5,Cubot,7.3,20000.0,"2025, May 12",Android 15,6.88,64,6,15300.0
Symphony L137,Symphony,7.4,1390.0,2025 April,,2.4,0,0,2500.0
Symphony hero 30,Symphony,6.5,1170.0,"2025, April",,2.0,0,0,1200.0
Symphony Z72,Symphony,6.4,8999.0,"2025, April 20",Android 15,6.88,52,4,5000.0
Samsung Galaxy M56,Samsung,7.6,46000.0,"2025, April 17",Android 15,6.74,50,8,5000.0
ZTE nubia RedMagic 10 Air,ZTE,8.1,78000.0,"2025, April 16",Android 15,6.8,50,3,6000.0
Honor Power,Honor,7.5,50000.0,"2025, April 18",Android 15,6.78,50,3,8000.0
Samsung Galaxy XCover7 Pro,Samsung,7.1,90000.0,"2025, May 07",Android 15,6.6,50,3,4350.0
Vivo iQOO Z10,Vivo,7.1,35000.0,"2025, April 16",Android 15,6.77,50,3,7300.0
Vivo iQOO Z10x,Vivo,7.3,19000.0,"2025, April 22",Android 15,6.72,50,6,6500.0
Oppo Find X8s+,Oppo,9.1,0.0,"2025, April 16",Android 15,6.59,50,12,6000.0
Oppo Find X8s,Oppo,8.8,85000.0,"2025, April 16",Android 15,6.32,50,12,5700.0
Vivo V50e,Vivo,7.4,38000.0,"2025, April 17",Android 15,6.77,50,8,5600.0
Oppo Find X8 Ultra,Oppo,10.0,126000.0,"2025, April 16",Android 15,6.82,50,8,6100.0
Motorola Edge 60 Stylus,Motorola,7.6,33000.0,"2025, April 15",Android 15,6.7,50,2,5000.0
Realme Narzo 80 Pro,Realme,7.5,29000.0,"2025, April 09",Android 15,6.72,50,8,6000.0
Realme Narzo 80x,Realme,7.0,21000.0,"2025, April 11",Android 15,6.72,50,6,6000.0
Ulefone Armor X31,Ulefone,7.3,20000.0,"2025, April",Android 14,6.56,48,6,6050.0
Motorola Moto G Stylus 5G (2025),Motorola,7.5,50000.0,"2025, April 17",Android 15,6.7,50,3,5000.0
Infinix Note 50s,Infinix,7.3,27000.0,"2025, April 24",Android 15,6.78,64,8,5500.0
Xiaomi Poco C71,Xiaomi,6.6,15000.0,"2025, April 08",Android 15,6.88,32,4,5200.0
Honor Play 60,Honor,6.3,20000.0,"2025, April 03",Android 15,6.61,13,6,6000.0
Ulefone Armor X32 Pro,Ulefone,7.1,25000.0,"2025, April 14",Android 14,6.56,64,8,5500.0
Ulefone Armor X32,Ulefone,7.3,20000.0,"2025, April 14",Android 14,6.56,64,6,5500.0
Ulefone Armor 30 Pro,Ulefone,8.5,60000.0,"2025, April 03",Android 14,6.95,64,16,12800.0
Honor 400 Lite,Honor,7.6,32999.0,"2025, April 08",Android 15,6.7,108,8,5230.0
Doogee Note59 Pro+,Doogee,6.1,38000.0,"2025, May",Android 15,6.75,50,8,6250.0
Doogee Note59 Pro,Doogee,5.9,30000.0,"2025, April",Android 15,6.75,50,8,6250.0
Doogee Note 59,Doogee,5.6,28000.0,"2025, April",Android 15,6.75,16,8,6250.0
Doogee V Max S,Doogee,8.1,60000.0,"2025, May",Android 14,6.58,108,8,22000.0
Lava Bold,Lava,7.0,15000.0,"2025, April 08",Android 14,6.67,64,4,5000.0
Vivo Y300t,Vivo,7.1,20000.0,"2025, March 31",Android 15,6.72,50,8,6500.0
